review_id,restaurant_id,restaurant,text,date
17274324,47018626,Bistro L'Olivier,"Retour au Bistrot l'Olivier. Carte variée. A noter les plats à partager à l'apéro qui sont une bonne alternative aux entrées. Plats gouteux. Service efficace. Ambiance cosy. Nous reviendrons.
Read more","Dined on September 15, 2024"
52679449,47018626,Bistro L'Olivier,"Tout était parfait! Nous avons apprécié l’ambiance, l’accueil, le service et surtout la qualité des plats! Rapport qualité prix au top!! On reviendra!!! Bravo","Dined on September 8, 2024"
37027985,47018626,Bistro L'Olivier,Cadre chaleureux d'inspiration rustique. Cuisine soignée proposant un choix varié. Carte des vins bien adaptée. Personnel attentionné.,"Dined on August 23, 2024"
80756170,47018626,Bistro L'Olivier,"Very nice restaurant, very close to Montmartre, Sacrée Coeur. Possibility to eat inside where it is well decorated or on a nice little terrasse. The food is very good with large choice. Waitresses are very friendly and welcoming. I recommend.
Read more","Dined on August 14, 2024"
90428051,47018626,Bistro L'Olivier,"The place was welcoming, the staff was super-nice, the menu was varied and interesting, the prices were reasonable, the birthday celebration was lavish.","Dined on August 5, 2024"
38586836,83219147,PEPEGUSTO,Authentic neapolitan pizza with fresh ingredients!,"Dined on October 31, 2024"
53147449,83219147,PEPEGUSTO,Excellent rapport qualité/prix ! Restaurant italien simple avec de bons produits !,"Dined on September 21, 2024"
20365004,56096414,SOGNO PARIS,"A lovely little restaurant that was enjoyable, however their menu is very limited and you can’t make any changes or substitutions. The food was very good and the service was lovely except for a little communication difficulty as the servers spoke limited English, but they were kind and tried their best.
Read more","Dined on November 9, 2024"
27556468,56096414,SOGNO PARIS,We had several dishes and all of them were fantastic. We were happy to find such a great place for our first dinner in paris,"Dined on October 7, 2024"
11480562,56096414,SOGNO PARIS,"We had no wait time, food was fantastic and very reasonable price for Paris. I wouldvery much recommend this restaurant.","Dined on October 3, 2024"
92704086,56096414,SOGNO PARIS,"Celebrated an anniversary with a trip to Paris and dinner at Sogno. Wonderful restaurant! Everyone was so nice. Highly recommend the Cacio e Pepe (might be better than what we experienced in Rome). The focaccia was the best we've ever had. Great experience and as you leave, you see the Eiffel Tower glittering just a short walk away.
Read more","Dined on September 20, 2024"
52435723,56096414,SOGNO PARIS,"Solo diner on business trip from US.
Nice small venue, very attentive friendly service.
I enjoyed my reservation well enough, I went back the next night. ;-)
Both nights had a yummy red wine, stuffed zucchini flower tempura and pasta. Night 1 was the linguine alle vongole, night 2 the penne alla boscaiola (enjoyed the penne much more).
My only wish was menu included some semblance of a salad.
If I’m back in the Passy area, will definitely go again!
Read more","Dined on September 10, 2024"
28839852,56096414,SOGNO PARIS,Amazing experience. Highly recommend and will be back,"Dined on September 5, 2024"
83977134,56096414,SOGNO PARIS,"We were visiting Paris from US and chose here for our lunch.  Service was impeccable.  Food was amazing.  It was a perfect setting.  Definitely recommend to any looking for a local restaurant in Paris that will not disappoint.
Read more","Dined on August 5, 2024"
